mp3_file,txt_file,text,transcript,WER
noella_1_11.mp3,noella_1_11.txt,"Uwo mwangavu yize aba kwa nyirasenge ariko muri urwo rugo hacumbikaga umwarimu, noneho akajya amufasha gusubiramo amasomo yumugoroba.",uwo mwangavu yize aba kwa nyirasenge ariko muri urugorurwo hacumbikaga umwarimu noneho akajya amufasha gusubiramo amasomo y'umugoroba,0.2222222222222222
noella_2_1.mp3,noella_2_1.txt,Ati “Masenge yamfataga nabi akanga ko ngira icyo mubwira ngo tuganire kuko iwacu twari abakene.Ubwo yari yarantegetse ko uwo mwarimu agomba kujya anyigisha isomo rya nimugoroba. Yanjyanaga mu nzu yo hanze aho acumbitse akansambanya.”,ati masengeye yamfataga nabi akanga ko ngira icyo mubwira ngo tuganire kuko iwacu twarabakene ubwo  yarantegetse ko umwarimu agomba kujya anyigisha isomo rya nimugoroba yandyanaga mu nzu yo hanze aho acumbitse akansambanyi,0.2647058823529412
noella_2_2.mp3,noella_2_2.txt,Uyu mukobwa avuga ko yageze aho arwara ihahamuka yabona uwo mwarimu agahungabana.,uyu mukobwa avuga ko yageze aho uyu mukobwa avuga ko yageze aho arwara ihahamuka yabona uwo mwarimu agahungabona,0.5833333333333334
noella_2_3.mp3,noella_2_3.txt,"Ati “Mu ishuri naramubonaga aje kutwigisha ngahahamuka nkarwara bagahita banjyana hanze. Noneho byageraga nimugoroba amasaha yo kujya kunyigisha ageze nkabura aho mpungira kuko yabaga yaraye ansambanyije yankomerekeje, ntiyumvisha ukuntu agiye kongera agasubiza mu bisebe.”",ati mu ishuri naramubonagaje kutwigisha ngahahamuka nkarwara bagahita banjyana hanze noneho byageraga nimugoroba amasaha yo kujya kunyigisha ageze nkaburaho mpu ngira kuko yabaga yaraye ansambanyije yankumerekeje nkiyumvisha ukuntu agiye kongeya agasubiza kongera agasubiza mu gisebe,0.35294117647058826
noella_2_5.mp3,noella_2_5.txt,"Ibibazo yahuye nabyo yabiganirije umuforomo wo ku kigo nderabuzima, aramuhumiriza amufasha kwiyakira. Ubu yamaze kubyara.",ibibazo yahuye na byo yabiganije umufaromo wo ku kigo nderabuzima aramuhumuriza amufasha kwiyakira uu yamaze kubyara,0.6
noella_2_6.mp3,noella_2_6.txt,Undi mwangavu wo mu Murenge wa Musambira mu Karere ka Kamonyi avuga ko yatangiye gusamabanywa n’umugabo afite imyaka cumi n'ibiri. Icyo gihe yari umunyeshuri yiga mu mwaka wa Kane w’amashuri abanza. Yamusambanyaga abanje kumushukisha amafaranga.,undi mwangavuo mu murenge wa musambira mu karere ka kamonyi avuga ko yatangiye gusambanywa n'umugabo afite imyaka cumi n'ibiri icyo gihe yari umunyesuriga mu mwaka wa kane w'amashuri abanzi yamusambanyaga abanje kumushikisha amafaranga,0.3142857142857143
noella_2_7.mp3,noella_2_7.txt,Uwo mugabo yaje kumutera inda amwanduza virusi itera Sida. Amaze kumenya ko atwite yahise amureka ndetse ntiyamufasha no kurera umwana.,uwo mugabo yaje kumutera inda amwanduza virusi itera sida amaze kumenya ko atwite yahise amureka ndetse ntiyamufasha no kurera umwana,0.1
noella_2_8.mp3,noella_2_8.txt,Ati “Nta kintu yigeze amfasha kuko n’umwana atamwemeye. Kuri ubu nta nubwo tukivugana cyane kuko tudahuza.”,nta kintuyigeze amfashe ko ni umwana atamwemeye kuri ubu ntani ubwo tukivugana cyane ko tudahuza,0.75
noella_2_9.mp3,noella_2_9.txt,Undi mukobwa wo mu Karere ka Gisagara yatewe inda mu mwaka wa bibiri na cumi na karindwi ananduzwa Sida n’umugabo ubwo yakoraga akazi ko mu rugo mu Mujyi wa Kigali.,undi mukobwa wo mu karere ka gisagara yatewe inda mu mwaka wabiri nacumi na kayinzwi ananduzwa sida n'umugabo ubwo yakoraga akazi ko murugo mu mujyi wa kigali,0.3
noella_2_10.mp3,noella_2_10.txt,"Ubwo yahuraga n’Umunyamakuru wa IGIHE yari avuye ku Kigo nderabuzima gufata ibiryo n’imiti by’umwana we, kuko agaragaraho imirire mibi n’ibimenyetso byo kugwingira, yamugaragarije ko abayeho mu buzima bushaririye.",ubwo yahoraga n'umunyamakuru wa igihe yari avuye ku kigo ndeabuzima gufata ibiryo n'imiti by'umwana we kuko agaragaraho imihire mibi niibimenyetso byo kugwingira yamugaragarije ko abayeho mu buzima bushaririye,0.35714285714285715
noella_2_11.mp3,noella_2_11.txt,"Yagize ati “Aho nakoraga i Kigali namenyanye n’umugabo wakoraga akazi ko kogosha, yarambwiye ngo njye kumusura, ngezeyo amfata ku ngufu antera inda. Nyuma naramushatse ndamubura, aho nakoraga baranyirukana ngaruka mu rugo.”",yagize ati aho nakoreraga i kigali namenyanye n'umugabo wakoraga akazi ko kogosha yarambwiye ngo njye kumusura ngezeyo amfata ku ngufu antirinda nyuma naramushatse ndamubure aho aho nakoraga barangirukana ngaruka murugo,0.3870967741935484
noella_2_12.mp3,noella_2_12.txt,"Umukobwa w’imyaka cumi n'ine y’amavuko wo mu Murenge wa Kitabi mu Karere ka Nyamagabe yahuye n’umunyamakuru wa IGIHE mu mwaka wa bibiri na mwaka w'ibihumbi bibiri na makumyabiri na rimwe, atwite inda nkuru yatewe imburagihe.",umukobwa w'imyaka cumi n'ine y'amavuko wo mu murengera kitabi mu karere ka nyamagabe wahuye n' umunyamakuru wa igihe muri birino makumyabiri na rimwe atwita inda nkuru yatewe imburagiye,0.5428571428571428
noella_3_1.mp3,noella_3_1.txt,"Avuga ko yafashwe ku ngufu n’umugabo utuye hakurya y’iwabo mu Mudugudu wa Subukiniro, amutera inda muri Nzeri bibiri na makumyabiri na makumyabiri ubwo yari yagiye mu ishyamba kwahira ubwatsi bw’amatungo. Icyo gihe yari umunyeshuri yiga mu mwaka wa gatanu w’amashuri abanza.",avuga ko yafashwe ku ngufu n'umugabo utuye hakurya y'iwabo mu mudugudu wa sbukiniro amutera inda muri nzeri ri nabakunyahiri namakumyabir ubwo yagiye mu ishyamba kwahira bwatsi bw'amatungo icyo gihe yari umunyeshuri yiga mu mwaka wa gatanu w'amashuri abandi,0.3170731707317073
noella_3_2.mp3,noella_3_2.txt,Ati “Yansanze mu ishyamba aho nari ndi kwahira mbona ari kundebana umujinya arangije aramfata. Ni umugabo wari ushinzwe gucunga ibinyomoro ariko ndamuzi.”,ati yansanze mu ishyamba aho nandi kwahira mbona arikundebana umujinya arangije aramfata n'umugabo wari ushinzwe gucunga ibinyomoro ariko ndamuzi,0.4090909090909091
noella_3_3.mp3,noella_3_3.txt,Uwo mugabo yaramusambanyije amwangiza n’imyanya y’ibanga. Ibyo bikimara kuba yaratashye agira ubwoba bwo kubibwira ababyeyi be kuko ngo uwo mugabo wamusambanyije yari yamubwiye ko nabivuga azamwica.,uwo mugabo usambanyije amwangiriza n'imyanya y'ibanga ibyo bikimara kuba yaratashye agira ubwoba bwo kubibwira ababyeyi be kuko ngo uwo mugabo wamusambanyije yari amubwiye ko nabivuga azamwica,0.23076923076923078
noella_3_4.mp3,noella_3_4.txt,"Nyuma yaho yumvise akomeje kubabara mu gitsina, abwira nyina ibyamubayeho na we ahita amujyana kwa muganga bamupimye basanga atwite.",nyuma y'aho yumvise akomeje kubabara mu gitsina abwira nyina ibyamubayeho nawe ahita amujyana kwa muganga bamupimye basa ngatwite,0.3157894736842105
noella_3_5.mp3,noella_3_5.txt,"Umugabo w’imyaka mirongo itatu n'irindwi n'ukomoka mu Bwongereza, Ricky William Lightfoot, yegukanye umwanya wa mbere mu irushanwa rya ‘Man versus Horse Marathon’.",umugabo w'imyaka minotatu ni yindwi ukomoka mu bwongereza rik william ligkfort yegukanya umwanya wa mbere mu ishanwa rya man vricius hose marton,0.6363636363636364
noella_3_6.mp3,noella_3_6.txt,"Iri ni isiganwa ngarukamwaka ribera mu nzira z’inzitane, mu mihanda myiza no mu misozi. Amafarashi atwawe n’abantu, aba asiganwa ku ntera y’ibilometero mirongo itatu na bitanu n’abantu bari kugenda n’amaguru.",iri n'isiganwa ngarukamwaka ribera mu nzira zinzitane mu mihanda myiza no mu misozi amafarashi atwaye n'abantu abasiganwa ku ntera y'ibilometero myotatu nabitanu n'abantu bari kugenda n'amaguru,0.5
noella_3_7.mp3,noella_3_7.txt,"Ricky yabaye uwa gatatu, yegukanye iri rushanwa mu mateka yaryo kuva ryatangira mu mwaka w'igihumbi kimwe na magana icyenda mirongo inani .Yavuze ko yamaze amasaha makumyabiri n'icyenda adasinziriye mbere y’uko ritangira.",rik yabaye uwa gatatu yegukanye iri rushanwa mu mateka ryo kuva ryatangira mu gihmbi kimwe magaratsenda mirongo inani yavuze ko yamaze amasaha makumyabi nicyenda adasinziriye mbere y'uko ritangira,0.41935483870967744
noella_3_8.mp3,noella_3_8.txt,"Kuko muri iri siganwa abantu n’amafarasi bakoresha inzira zitandukanye, Ricky William, yahishuye ko ubwo yageraga ku murongo wo gusorezaho atari azi ko ari we watsinze.",a muri iri ri siganwa abantu n'amafarasi bakoresha inzira zitandukanye rik william yashuye ko ubwo yageraga birongo wo gusorezaho atari azi ko ariwe watsinze,0.48
noella_3_9.mp3,noella_3_9.txt,"Yasize amafarashi mirongo itatu akoresheje amasaha abiri, iminota makumyabiri n'ibiri n’amasegonda makumyabiri natatu.   ",yasizeye amafarasi mirongo itanu akoresheje amasaha abiri iminota amakumyabiri n'ibiri n'amasego nd'amakumyabiri natatu,0.6153846153846154
noella_3_10.mp3,noella_3_10.txt,Ifarashi yaje ku mwanya wa mbere William yayisize iminota ibiri.,sheaje ku mwanya wa mbere wildiam yayisize imyota ibiri,0.5
noella_3_11.mp3,noella_3_11.txt,Isiganwa ryaberaga mu gace ka Llanwrtyd Wells mu Mujyi wa Powys muri Ecosse Wales.,isiganwa ryaberaga mu gace ka anlant fusenting was mu mujyi wa poy  muri cose ubes,0.42857142857142855
noella_3_12.mp3,noella_3_12.txt,"Geoffrey Allen ni we munyamagaru waherukaga kuryegukana akoresheje amasaha abiri, iminota mirongo itatu n'umwe n’amasegonda makumyabiri n'atandatu  mu gihe uwaryegukanye bwa mbere ari Zoe White akoresheje amasaha abiri, iminota irindwi n’amasegonda mirongo itatu n'atandati mu mwaka wa bibiri na kane.",jofre alen niwe munyamaguru waherukaga kuryegukana akoresheje amasaha abiri iminota mirongo itatu na rimwe n'amasego ndamakumyabiri natandatu mu gihe waryegukanye bwa mbere ariwe zowhit akoresheje amasaha abiri imot irindwi n'amasego ndamirongo itatu natandatu muri ibibiri na nacka,0.625
noella_3_13.mp3,noella_3_13.txt,Ricky William Lightfoot yegukanye amayero ibihumbi bitatu na magana atanu nk’igihembo nyamukuru.,winiam rigtforts yegukanye amayero ibihumbi bitatu magana atanu nk'igihombi nyamukuru,0.5
noella_4_1.mp3,noella_4_1.txt,Repubulika y’Abaturage y’u Bushinwa yohereje Wang Xuekun ngo ahagararire inyungu z’icyo gihugu mu Rwanda asimbuye Ambasaderi Rao Hongwei uherutse gusoza inshingano ze.,republika y'abaturage y'ubushinwa yohereje wange xecun ngo ahagarare inyungu z'icyo gihugu mu rwanda asimbuye ambasadr raon hongay uherutse gusoza inshingano ze,0.5454545454545454
noella_4_2.mp3,noella_4_2.txt,"Ambasaderi mushya w’u Bushinwa mu Rwanda, Wang Xuekun yakiriwe na minisitiri w’Ububanyi n’Amahanga n’Ubutwererane, Dr Biruta Vincent amushyikiriza kopi z’impapuro zimwemerera guhagararira igihugu cye i Kigali.",ambasaderi mushya w'ubushimwa mu rwanda wongswekoyakiriwe na ministre w'ububanyi n'amahanga n'ubutwererane dr biruta vencer'amushyikiriza kopi z'impapuro zimwemerera guhagarira igihugu cye i kigali,0.5769230769230769
noella_4_3.mp3,noella_4_3.txt,Minisitiri Dr Biruta na Ambasaderi Wang Xuekun kandi bagiranye ibiganiro byibanze ku kurushaho guteza imbere ubufatanye n’umubano mwiza usanzwe hagati y’ibihugu byombi.,tr dr biruta na ambasaderi wang secun kandi bajyanye ibiganiro byibanze kukurushaho guteza imbere ubufatanye n'umubano mwiza usanzwe hagati y'ibihugu byombi,0.36363636363636365
noella_4_4.mp3,noella_4_4.txt,"Amb. Rao Hongwei uherutse gusoza inshingano zo guhagarira igihugu cye mu Rwanda yari yazitangiye mu mwaka wa bibiri na cumi na karindwi, mu bikorwa yakoze harimo gukomeza gushimangira umubano w’ ibihugu byombi no kwagura inzego bifatanyamo.",sabed hawo hongey'uherutse gusoza inshingano zo guhagarinshingano zo guhagararira igihugu cye mu rwanda yari yazi itangiye muri i in acumi na karindwi mu bikorwa yakoze harimo gukomeza gushimangira umubano w'ibihugu byombi no kwagura inzengo bifatanyamo,0.5277777777777778
noella_4_5.mp3,noella_4_5.txt,"Ambasaderi mushya w’u Bushinwa mu Rwanda, Wang Xuekun yavutse mu gihumbi kimwe magana cyenda na mirongo itandatu n'umunani akaba afite impamyabushobozi y’ikirenga [PhD] mu bijyanye na Engineering. Abarizwa mu Ishyaka rya Communist Party of China riri ku butegetsi muri icyo gihugu.",mbasaderi mushya w'ubushimwa mu rwanda wongk gsecun yavutse mu gihmbi kimwe magana cyenda mirongo itandatu n'umunani akaba afite impamyabushobozi y'ikirenga pecd mu bijyanye na ingina ring'abayizwa mu ishyaka rya comye nitist comminis park'ofsiner riri ku butegetsi muri icyo gihugu,0.4146341463414634
noella_4_6.mp3,noella_4_6.txt,"Ubwo yageraga i Kigali ku nshuro ye ya mbere mu mpera za Gicurasi bibiri na makumyabiri na kabiri, ari kumwe n’umuryango we, Amb Wang yavuze ko ubwo azaba amaze guhabwa uburenganzira bwo guhagararira igihugu cye mu Rwanda azashyira imbere kwagura umubano n’ubuhahirane hagati y’impande zombi.",o yagiyaga i kigali ku nshuro ye ya mbere mu mpera za gishulasi yibiri na makumyabiri na kabiri arik umwe n'umuryango we ambasaderi wank yavuze ko ubwo azaba bamaze guhabwa uburenganzira bwo guhagararira igihugu cye mu rwanda aza yashyira imbere kwagura umubano n'ubuhahirane hagati y'impande zoni,0.37777777777777777
noella_4_7.mp3,noella_4_7.txt,"Umubano w’u Rwanda n’u Bushinwa umaze igihe kirekire ushingiye ku bufatanye, ubwubahane no gushyigikirana. Mu Ugushyingo bibiri na makumyabiri na rimwe, nibwo hizihijwe imyaka mirongo itanu y’umubano mwiza n’ubufatanye bw’impande zombi.",mubano w'u rwanda n'ubushinwa umaze igihe kiresire ushingiye ku bufatanye ubwubahane no gushyigikirana mu gushyingo bbiri na makumyabiri na rimwe nibwo hizihijwe imyaka mirongo itanu y'umubano mwiza n'ubufatanye bw'impande zombi,0.45161290322580644
noella_4_8.mp3,noella_4_8.txt,"Ibihugu byombi bifatanya mu mishinga y’ishoramari, ibikorwaremezo, ikoranabuhanga, ubucukuzi bw’amabuye y’agaciro, ubwikorezi bwo mu kirere, uburezi, kubaka ubushobozi, ubuzima, ubucuruzi, ubukerarugendo, ubuhinzi, umutekano n’indi iteza urwa Gasabo imbere.",ibihugu byombi bifatanya mu mishinga 'ishoramari ibikorwaremezo ikorananabuhanga ubucukuzi bw'amabuye y'agaciro ubwikorezi bwo mu kirere uburezi kubaka ubushobozi ubuzima ubucuruzi ubukerarugendo ubuhinzi umutekano n'indi iteza urwa gasabo imbere,0.5
noella_4_9.mp3,noella_4_9.txt,"Mu mwaka wa bibiri na makumyabiri, u Bushinwa bwohereje mu Rwanda ibicuruzwa bifite agaciro ka miliyoni magana abiri na mirongo inani n'ebyiri z'amadolari mu gihe ibyo u Rwanda rwoherejeyo bingana na miliyoni mirongo itatu numunani na magana arindwi z'amadolari. Ishoramari ryabwo ryageze kuri miliyoni makumyabiri neshatu n'ibihumbi cumi na bitandatu by'amadolari rivuye kuri miliyoni cumi na zirindwi z'amadolari yo muri bibiri na cumi n'icyenda.",mu mwaka wa bibili nabakumyabiri ubushinwa bwohereje mu rwanda ibicuruzwe bifite agaciro ka miliyoni mgaranmirongo inani niebyiri z'adoradi mu gihe ibyo u rwanda rwoherejeyo bingana na miliyoni mirongo itatu n'umunani n'ibice birindwi by'amadolari ishoramari ryabwo byageze kuri miliyoni makumyabiri n'eshatu n'ibicecumi na bitandatu by'amadolari bivuye k miliyoni cumi nazirindwi z'amadolari byo muri biri na cumi nacumi n'icyenda,0.453125
noella_4_11.mp3,noella_4_11.txt,"Mu bijyanye n’ibikorwaremezo, u Bushinwa ni bwo bwatanze inkunga nini mu kubaka imihanda myinshi mu Rwanda; bwafashije igihugu mu iyubakwa ry’ingana na mirongo irindwi ku ijana by’iyo gifite.",mu bijyanye n'ibikorwayemezo ubushinwa nibwo bwatanze inkunganini mu kubaka imihanda myinshi mu rwanda bwafashije igihugu muyubakwa ringana na mirongo indwi ku ijana by'ibyo gifite,0.5
noella_5_1.mp3,noella_5_1.txt,Ikigo cy’Imisoro n’Amahoro (RRA) cyaciye abacuruzi mirongo itatu n'umwe amande ya miliyoni cumi n'umunani n'ibihumbi ijana na mirongo itatu na magana inani na cumi by'amanyarwanda kubera kudakoresha neza ikoranabuhanga rya EBM.,igo cy'imisoro n'amahoro rwanda reven'otherit cyaciye acuruzi mirongo itatu n'umwe amande y miliyoni icumi n'umunani ihumbi ijana na mirongo itatu maghaninani na cumi by'abanyarwanda kubera kudakoresha neza ikoranabuhanga rya ibiem,0.45161290322580644
noella_5_2.mp3,noella_5_2.txt,"Nubwo hakigaragara umubare munini w’abacuruzi badakozwa ubu buryo bwo gukoresha EBM, hakaba hari n’ababukoresha nabi Ikigo cy’Igihugu cy’Imisoro n’Amahoro (RRA) gikomeza gushyiramo ingufu mu rwego wo kunoza imitangire y’umusoro ku nyongeragaciro (TVA).",no bwa kigaragara umubare umunini w'abacuruzi badakozwa ubu buryo bwo guoresha i biam hakaba hari n'ababukoresha nabi ikigo cy'igihugu cy'imisoro n'amahoro rwanda raven'othrik gikomeza gushyiramo ingufu mu rwego rwo kunoza imitangire y'umusoro kunyongeragaciro tv'a,0.59375
noella_5_3.mp3,noella_5_3.txt,"Mu itangazo ryashyizweho umukono na Komiseri Mukuru w’Ikigo cy’Imisoro n’Amahoro (RRA), Bizimana Ruganintwali Pascal, rigaragaza urutonde rw’abacuruzi n’ibihano kuri buri wese kubera kudakoresha neza EBM mu bucuruzi bwabo. Urutonde rwatangajwe kuwa cumi na gatatu Kamena ibihumbi bibiri na makumyabiri na kabiri,ruriho abacuruzi makumyabiri na batatu batubahirije inshingano zo gukoresha EBM ndetse n’abacuruzi umunani bakoze amakosa yo gutubya umusoro.",zo ryashyizweho umukono na komiseri mukuru w'ikigo cy'imisora n'amahoro rwanda riveniustrik bizimana ruganintwari pascal rigaragaza urutonde rw'abacuruzi n'ibihano kuri buri wese kubera kudakoresha reza i biem mu bucuruzi bwabourutonde rwatangajwe ku bacumiya gatatu kamena bibiri na makumyabiri na kabiri ruriho abaturuzi makumyabiri na batatu batubahirije inshingano zo gukoresha i biem ndetse n'abacuruzi umunani bakoze amakosa yo gutubya umusoro,0.46551724137931033
noella_5_4.mp3,noella_5_4.txt,"Abacuruzi makumyabiri na batatu batakoresheje inyemezabuguzi ya EBM, umunani muri bo bahanishijwe amande yikubye kabiri, umwe ahanishwa amande yikubye kane, barindwi bahanishwa amande yikubye inshuro icumi n’abandi barindwi bahanishwa amande yikubye inshuro makumyabiri by’umusoro wose wari wanyerejwe.",abacuruzi makumnyabiri na batatu batakoresheje inyemezabuguzi ya i biem umunani muri bo bahanishijwe amande yikubye kabiri umwe ahanishwa amande yikubyekanebarindwi bahanisha bahanishwa amande yikubye inshuro icumi n'abandi barindwi bahanishwa amande yikubye inshoro amakumyabiri by'umusoro wose wari wanyerejwe,0.32432432432432434
noella_5_5.mp3,noella_5_5.txt,"Uwaciwe amande ari hejuru ni sosiyete yaciwe miliyoni enye n'ibihumbi magana ane by'amafaranga y'Urwanda nyuma yo gukuba inshuro makumyabiri umusoro wari wanyerejwe,bivuze ko hanyerejwe amafaranga ibihumbi magana biri na makumyabiri na kimwe n'ijana na mirongo inani natandatu y'amanyarwanda",uwaciwe amanda yari hejuru n'isosiyete yaciwe miliyoni enye n'ibice bineby'amafaranga y'u rwanda nyuma yo gukuba inshuro makumyabiri umusoro wari wanyerejwe  bivuze ko hanyerijwe amafaranga ibihumbi magana abiri n'amakumyabini kimwe n'amafaranga ijana ra mirongelani natandatu y'u rwanda,0.5789473684210527
noella_5_6.mp3,noella_5_6.txt,"Ku ruhande rw’abatubije umusoro bagatanga inyemezabuguzi zidahwanye n’ibyo abaguzi bakuye mu maduka, harimo batanu bahanishijwe amande yikubye inshuro icumi ku musoro wari wanyerejwe,abandi batatu bahanishwa amande yikubye inshuro makumyabiri.",ande rwatsubije umusoro bagatanga inyemezabuguzi zidahwanye n'ibyo abaguzi bakwuye mu maduka harimo batanu bahanishijwe amande iyikubyinshui icumi ku musoro wari wanyerejwe abandi batatu bahanishwa amande yikubye inshoro makumyabiri,0.41379310344827586
noella_5_7.mp3,noella_5_7.txt,Amande yose yaciwe aba bacuruzi bagaragazwa na RRA ni amafaranga asaga miliyoni cumi n'umunani z'amafaranga y'Urwanda.,manta yose yaciwe aba bacuruzi mbagaragazwa na rwanda revenotherik niya mafaranga asaga miliyoni cumi n'umunani z'amafaranga y'u rwanda,0.5
noella_5_8.mp3,noella_5_8.txt,"Muri bibiri na cumi na gatatu ni bwo mu Rwanda hatangijwe gahunda yo gutanga inyemezabuguzi mu buryo bw’ikoranabuhanga, EBM.",ri bihui muri ibib na cumi na gatatu nibwo mu rwanda hatangijwe gahunda yo gutanga inyemi izabuguzi mu buryo bw'ikoranabuhanga i biam,0.5263157894736842
noella_5_9.mp3,noella_5_9.txt,RRA igaragaza ko gushyira ahagaragara urutonde rw’abacuruzi badakoresha neza EBM bigamije gukangurira abandi batazikoresha kurushaho kubyitabira cyane ko umucuruzi utayikoresha ahanwa hakurikijwe ibyo itegeko riteganya.,da reveneoutrik igaragaza ko gushyira ahagaragara urutonde rwaba bacuruzi badakoresha neza e biam bigamije gukangurira abandi batazikoresha kurushaho kubyitabira cyane ko umucuruzi utayikoresha ahanwa hakwikijwe ibyo itegeko riteganywa,0.32
