mp3_file,txt_file,text,transcript,WER,validated
noella_3_5.mp3,noella_3_5.txt,umugabo wimyaka mirongo itatu nirindwi nukomoka mu bwongereza ricky william lightfoot yegukanye umwanya wa mbere mu irushanwa rya man versus horse marathon,umugabo w'imyaka minotatu ni yindwi ukomoka mu bwongereza rik william ligkfort yegukanya umwanya wa mbere mu ishanwa rya man vricius hose marton,0.6363636364,False
noella_3_6.mp3,noella_3_6.txt,iri ni isiganwa ngarukamwaka ribera mu nzira zinzitane mu mihanda myiza no mu misozi amafarashi atwawe nabantu aba asiganwa ku ntera yibilometero mirongo itatu na bitanu nabantu bari kugenda namaguru,iri n'isiganwa ngarukamwaka ribera mu nzira zinzitane mu mihanda myiza no mu misozi amafarashi atwaye n'abantu abasiganwa ku ntera y'ibilometero myotatu nabitanu n'abantu bari kugenda n'amaguru,0.5,False
noella_3_7.mp3,noella_3_7.txt,ricky yabaye uwa gatatu yegukanye iri rushanwa mu mateka yaryo kuva ryatangira mu mwaka wigihumbi kimwe na magana icyenda mirongo inani yavuze ko yamaze amasaha makumyabiri nicyenda adasinziriye mbere yuko ritangira,rik yabaye uwa gatatu yegukanye iri rushanwa mu mateka ryo kuva ryatangira mu gihmbi kimwe magaratsenda mirongo inani yavuze ko yamaze amasaha makumyabi nicyenda adasinziriye mbere y'uko ritangira,0.4193548387,False
noella_3_8.mp3,noella_3_8.txt,kuko muri iri siganwa abantu namafarasi bakoresha inzira zitandukanye ricky william yahishuye ko ubwo yageraga ku murongo wo gusorezaho atari azi ko ari we watsinze,a muri iri ri siganwa abantu n'amafarasi bakoresha inzira zitandukanye rik william yashuye ko ubwo yageraga birongo wo gusorezaho atari azi ko ariwe watsinze,0.48,False
noella_3_9.mp3,noella_3_9.txt,yasize amafarashi mirongo itatu akoresheje amasaha abiri iminota makumyabiri nibiri namasegonda makumyabiri natatu   ,yasizeye amafarasi mirongo itanu akoresheje amasaha abiri iminota amakumyabiri n'ibiri n'amasego nd'amakumyabiri natatu,0.6153846154,False
noella_3_10.mp3,noella_3_10.txt,ifarashi yaje ku mwanya wa mbere william yayisize iminota ibiri,sheaje ku mwanya wa mbere wildiam yayisize imyota ibiri,0.5,False
noella_3_11.mp3,noella_3_11.txt,isiganwa ryaberaga mu gace ka llanwrtyd wells mu mujyi wa powys muri ecosse wales,isiganwa ryaberaga mu gace ka anlant fusenting was mu mujyi wa poy  muri cose ubes,0.4285714286,False
noella_3_12.mp3,noella_3_12.txt,geoffrey allen ni we munyamagaru waherukaga kuryegukana akoresheje amasaha abiri iminota mirongo itatu numwe namasegonda makumyabiri natandatu  mu gihe uwaryegukanye bwa mbere ari zoe white akoresheje amasaha abiri iminota irindwi namasegonda mirongo itatu natandati mu mwaka wa bibiri na kane,jofre alen niwe munyamaguru waherukaga kuryegukana akoresheje amasaha abiri iminota mirongo itatu na rimwe n'amasego ndamakumyabiri natandatu mu gihe waryegukanye bwa mbere ariwe zowhit akoresheje amasaha abiri imot irindwi n'amasego ndamirongo itatu natandatu muri ibibiri na nacka,0.625,False
noella_3_13.mp3,noella_3_13.txt,ricky william lightfoot yegukanye amayero ibihumbi bitatu na magana atanu nkigihembo nyamukuru,winiam rigtforts yegukanye amayero ibihumbi bitatu magana atanu nk'igihombi nyamukuru,0.5,False
noella_4_1.mp3,noella_4_1.txt,repubulika yabaturage yu bushinwa yohereje wang xuekun ngo ahagararire inyungu zicyo gihugu mu rwanda asimbuye ambasaderi rao hongwei uherutse gusoza inshingano ze,republika y'abaturage y'ubushinwa yohereje wange xecun ngo ahagarare inyungu z'icyo gihugu mu rwanda asimbuye ambasadr raon hongay uherutse gusoza inshingano ze,0.5454545455,False
noella_4_2.mp3,noella_4_2.txt,ambasaderi mushya wu bushinwa mu rwanda wang xuekun yakiriwe na minisitiri wububanyi namahanga nubutwererane dr biruta vincent amushyikiriza kopi zimpapuro zimwemerera guhagararira igihugu cye i kigali,ambasaderi mushya w'ubushimwa mu rwanda wongswekoyakiriwe na ministre w'ububanyi n'amahanga n'ubutwererane dr biruta vencer'amushyikiriza kopi z'impapuro zimwemerera guhagarira igihugu cye i kigali,0.5769230769,False
noella_4_3.mp3,noella_4_3.txt,minisitiri dr biruta na ambasaderi wang xuekun kandi bagiranye ibiganiro byibanze ku kurushaho guteza imbere ubufatanye numubano mwiza usanzwe hagati yibihugu byombi,tr dr biruta na ambasaderi wang secun kandi bajyanye ibiganiro byibanze kukurushaho guteza imbere ubufatanye n'umubano mwiza usanzwe hagati y'ibihugu byombi,0.3636363636,False
noella_4_4.mp3,noella_4_4.txt,amb rao hongwei uherutse gusoza inshingano zo guhagarira igihugu cye mu rwanda yari yazitangiye mu mwaka wa bibiri na cumi na karindwi mu bikorwa yakoze harimo gukomeza gushimangira umubano w ibihugu byombi no kwagura inzego bifatanyamo,sabed hawo hongey'uherutse gusoza inshingano zo guhagarinshingano zo guhagararira igihugu cye mu rwanda yari yazi itangiye muri i in acumi na karindwi mu bikorwa yakoze harimo gukomeza gushimangira umubano w'ibihugu byombi no kwagura inzengo bifatanyamo,0.5277777778,False
noella_4_5.mp3,noella_4_5.txt,ambasaderi mushya wu bushinwa mu rwanda wang xuekun yavutse mu gihumbi kimwe magana cyenda na mirongo itandatu numunani akaba afite impamyabushobozi yikirenga phd mu bijyanye na engineering abarizwa mu ishyaka rya communist party of china riri ku butegetsi muri icyo gihugu,mbasaderi mushya w'ubushimwa mu rwanda wongk gsecun yavutse mu gihmbi kimwe magana cyenda mirongo itandatu n'umunani akaba afite impamyabushobozi y'ikirenga pecd mu bijyanye na ingina ring'abayizwa mu ishyaka rya comye nitist comminis park'ofsiner riri ku butegetsi muri icyo gihugu,0.4146341463,False
noella_4_6.mp3,noella_4_6.txt,ubwo yageraga i kigali ku nshuro ye ya mbere mu mpera za gicurasi bibiri na makumyabiri na kabiri ari kumwe numuryango we amb wang yavuze ko ubwo azaba amaze guhabwa uburenganzira bwo guhagararira igihugu cye mu rwanda azashyira imbere kwagura umubano nubuhahirane hagati yimpande zombi,o yagiyaga i kigali ku nshuro ye ya mbere mu mpera za gishulasi yibiri na makumyabiri na kabiri arik umwe n'umuryango we ambasaderi wank yavuze ko ubwo azaba bamaze guhabwa uburenganzira bwo guhagararira igihugu cye mu rwanda aza yashyira imbere kwagura umubano n'ubuhahirane hagati y'impande zoni,0.3777777778,False
noella_4_7.mp3,noella_4_7.txt,umubano wu rwanda nu bushinwa umaze igihe kirekire ushingiye ku bufatanye ubwubahane no gushyigikirana mu ugushyingo bibiri na makumyabiri na rimwe nibwo hizihijwe imyaka mirongo itanu yumubano mwiza nubufatanye bwimpande zombi,mubano w'u rwanda n'ubushinwa umaze igihe kiresire ushingiye ku bufatanye ubwubahane no gushyigikirana mu gushyingo bbiri na makumyabiri na rimwe nibwo hizihijwe imyaka mirongo itanu y'umubano mwiza n'ubufatanye bw'impande zombi,0.4516129032,False
noella_4_8.mp3,noella_4_8.txt,ibihugu byombi bifatanya mu mishinga yishoramari ibikorwaremezo ikoranabuhanga ubucukuzi bwamabuye yagaciro ubwikorezi bwo mu kirere uburezi kubaka ubushobozi ubuzima ubucuruzi ubukerarugendo ubuhinzi umutekano nindi iteza urwa gasabo imbere,ibihugu byombi bifatanya mu mishinga 'ishoramari ibikorwaremezo ikorananabuhanga ubucukuzi bw'amabuye y'agaciro ubwikorezi bwo mu kirere uburezi kubaka ubushobozi ubuzima ubucuruzi ubukerarugendo ubuhinzi umutekano n'indi iteza urwa gasabo imbere,0.5,False
noella_4_9.mp3,noella_4_9.txt,mu mwaka wa bibiri na makumyabiri u bushinwa bwohereje mu rwanda ibicuruzwa bifite agaciro ka miliyoni magana abiri na mirongo inani nebyiri zamadolari mu gihe ibyo u rwanda rwoherejeyo bingana na miliyoni mirongo itatu numunani na magana arindwi zamadolari ishoramari ryabwo ryageze kuri miliyoni makumyabiri neshatu nibihumbi cumi na bitandatu byamadolari rivuye kuri miliyoni cumi na zirindwi zamadolari yo muri bibiri na cumi nicyenda,mu mwaka wa bibili nabakumyabiri ubushinwa bwohereje mu rwanda ibicuruzwe bifite agaciro ka miliyoni mgaranmirongo inani niebyiri z'adoradi mu gihe ibyo u rwanda rwoherejeyo bingana na miliyoni mirongo itatu n'umunani n'ibice birindwi by'amadolari ishoramari ryabwo byageze kuri miliyoni makumyabiri n'eshatu n'ibicecumi na bitandatu by'amadolari bivuye k miliyoni cumi nazirindwi z'amadolari byo muri biri na cumi nacumi n'icyenda,0.453125,False
noella_4_11.mp3,noella_4_11.txt,mu bijyanye nibikorwaremezo u bushinwa ni bwo bwatanze inkunga nini mu kubaka imihanda myinshi mu rwanda bwafashije igihugu mu iyubakwa ryingana na mirongo irindwi ku ijana byiyo gifite,mu bijyanye n'ibikorwayemezo ubushinwa nibwo bwatanze inkunganini mu kubaka imihanda myinshi mu rwanda bwafashije igihugu muyubakwa ringana na mirongo indwi ku ijana by'ibyo gifite,0.5,False
noella_5_1.mp3,noella_5_1.txt,ikigo cyimisoro namahoro rra cyaciye abacuruzi mirongo itatu numwe amande ya miliyoni cumi numunani nibihumbi ijana na mirongo itatu na magana inani na cumi byamanyarwanda kubera kudakoresha neza ikoranabuhanga rya ebm,igo cy'imisoro n'amahoro rwanda reven'otherit cyaciye acuruzi mirongo itatu n'umwe amande y miliyoni icumi n'umunani ihumbi ijana na mirongo itatu maghaninani na cumi by'abanyarwanda kubera kudakoresha neza ikoranabuhanga rya ibiem,0.4516129032,False
noella_5_2.mp3,noella_5_2.txt,nubwo hakigaragara umubare munini wabacuruzi badakozwa ubu buryo bwo gukoresha ebm hakaba hari nababukoresha nabi ikigo cyigihugu cyimisoro namahoro rra gikomeza gushyiramo ingufu mu rwego wo kunoza imitangire yumusoro ku nyongeragaciro tva,no bwa kigaragara umubare umunini w'abacuruzi badakozwa ubu buryo bwo guoresha i biam hakaba hari n'ababukoresha nabi ikigo cy'igihugu cy'imisoro n'amahoro rwanda raven'othrik gikomeza gushyiramo ingufu mu rwego rwo kunoza imitangire y'umusoro kunyongeragaciro tv'a,0.59375,False
noella_5_3.mp3,noella_5_3.txt,mu itangazo ryashyizweho umukono na komiseri mukuru wikigo cyimisoro namahoro rra bizimana ruganintwali pascal rigaragaza urutonde rwabacuruzi nibihano kuri buri wese kubera kudakoresha neza ebm mu bucuruzi bwabo urutonde rwatangajwe kuwa cumi na gatatu kamena ibihumbi bibiri na makumyabiri na kabiriruriho abacuruzi makumyabiri na batatu batubahirije inshingano zo gukoresha ebm ndetse nabacuruzi umunani bakoze amakosa yo gutubya umusoro,zo ryashyizweho umukono na komiseri mukuru w'ikigo cy'imisora n'amahoro rwanda riveniustrik bizimana ruganintwari pascal rigaragaza urutonde rw'abacuruzi n'ibihano kuri buri wese kubera kudakoresha reza i biem mu bucuruzi bwabourutonde rwatangajwe ku bacumiya gatatu kamena bibiri na makumyabiri na kabiri ruriho abaturuzi makumyabiri na batatu batubahirije inshingano zo gukoresha i biem ndetse n'abacuruzi umunani bakoze amakosa yo gutubya umusoro,0.4655172414,False
noella_5_4.mp3,noella_5_4.txt,abacuruzi makumyabiri na batatu batakoresheje inyemezabuguzi ya ebm umunani muri bo bahanishijwe amande yikubye kabiri umwe ahanishwa amande yikubye kane barindwi bahanishwa amande yikubye inshuro icumi nabandi barindwi bahanishwa amande yikubye inshuro makumyabiri byumusoro wose wari wanyerejwe,abacuruzi makumnyabiri na batatu batakoresheje inyemezabuguzi ya i biem umunani muri bo bahanishijwe amande yikubye kabiri umwe ahanishwa amande yikubyekanebarindwi bahanisha bahanishwa amande yikubye inshuro icumi n'abandi barindwi bahanishwa amande yikubye inshoro amakumyabiri by'umusoro wose wari wanyerejwe,0.3243243243,False
noella_5_5.mp3,noella_5_5.txt,uwaciwe amande ari hejuru ni sosiyete yaciwe miliyoni enye nibihumbi magana ane byamafaranga yurwanda nyuma yo gukuba inshuro makumyabiri umusoro wari wanyerejwebivuze ko hanyerejwe amafaranga ibihumbi magana biri na makumyabiri na kimwe nijana na mirongo inani natandatu yamanyarwanda,uwaciwe amanda yari hejuru n'isosiyete yaciwe miliyoni enye n'ibice bineby'amafaranga y'u rwanda nyuma yo gukuba inshuro makumyabiri umusoro wari wanyerejwe  bivuze ko hanyerijwe amafaranga ibihumbi magana abiri n'amakumyabini kimwe n'amafaranga ijana ra mirongelani natandatu y'u rwanda,0.5789473684,False
noella_5_6.mp3,noella_5_6.txt,ku ruhande rwabatubije umusoro bagatanga inyemezabuguzi zidahwanye nibyo abaguzi bakuye mu maduka harimo batanu bahanishijwe amande yikubye inshuro icumi ku musoro wari wanyerejweabandi batatu bahanishwa amande yikubye inshuro makumyabiri,ande rwatsubije umusoro bagatanga inyemezabuguzi zidahwanye n'ibyo abaguzi bakwuye mu maduka harimo batanu bahanishijwe amande iyikubyinshui icumi ku musoro wari wanyerejwe abandi batatu bahanishwa amande yikubye inshoro makumyabiri,0.41379310340000003,False
noella_5_7.mp3,noella_5_7.txt,amande yose yaciwe aba bacuruzi bagaragazwa na rra ni amafaranga asaga miliyoni cumi numunani zamafaranga yurwanda,manta yose yaciwe aba bacuruzi mbagaragazwa na rwanda revenotherik niya mafaranga asaga miliyoni cumi n'umunani z'amafaranga y'u rwanda,0.5,False
noella_5_8.mp3,noella_5_8.txt,muri bibiri na cumi na gatatu ni bwo mu rwanda hatangijwe gahunda yo gutanga inyemezabuguzi mu buryo bwikoranabuhanga ebm,ri bihui muri ibib na cumi na gatatu nibwo mu rwanda hatangijwe gahunda yo gutanga inyemi izabuguzi mu buryo bw'ikoranabuhanga i biam,0.5263157895,False
noella_5_9.mp3,noella_5_9.txt,rra igaragaza ko gushyira ahagaragara urutonde rwabacuruzi badakoresha neza ebm bigamije gukangurira abandi batazikoresha kurushaho kubyitabira cyane ko umucuruzi utayikoresha ahanwa hakurikijwe ibyo itegeko riteganya,da reveneoutrik igaragaza ko gushyira ahagaragara urutonde rwaba bacuruzi badakoresha neza e biam bigamije gukangurira abandi batazikoresha kurushaho kubyitabira cyane ko umucuruzi utayikoresha ahanwa hakwikijwe ibyo itegeko riteganywa,0.32,False
noella_5_10.mp3,noella_5_10.txt,mu bihumbi bibiri na cumi nicyenda hasohotse itegeko rigena ko nabantu batabaruye muri tva batangira gukoresha ebm mu bikorwa byabo bya buri munsi,mu bihumbi  nacumi n'icyenda hasohotse itegeko rigena ko n'abantu batabaruye muri tiviay batangira guhoesha i biem mu bikorwa byabo bya buri munsi,0.4347826087,False
noella_5_11.mp3,noella_5_11.txt,rra kandi yakanguriye abaguzi bose gusaba inyemezabuguzi ya ebm ndetse bakibuka no kugenzura ko amafaranga bishyuye ahuye nayanditse ku nyemezabwishyu bahawe,rwanda reventiotrik yakanguriye abaguzi bose gusaba inyemezabuguzi ya ibiam ndetse bakibuka ko kugenzura ko amafaranga yishyuye ahuye nanditse kunyemezabwishyu bahawe,0.4285714286,False
